order_date,product,category,region,channel,customer_segment,quantity,unit_price,revenue,profit,rating,is_returned
2024-08-03,Bose QC45,Наушники,Казань,Розничный магазин,Новый,1,22128,22128,12071,3.2,0
2024-08-04,ASUS ZenBook,Ноутбуки,Москва,Сайт,Новый,1,91874,91874,34099,,0
2024-08-04,MacBook Air M3,Ноутбуки,Москва,Сайт,Повторный,1,124064,124064,46274,4.7,0
2024-08-04,Lenovo ThinkPad X1,Ноутбуки,Москва,Маркетплейс,Новый,3,114137,342411,125786,4.4,0
2024-08-05,MacBook Air M3,Ноутбуки,Краснодар,Сайт,Новый,1,118148,118148,46008,4.5,0
2024-08-05,Samsung Buds2,Наушники,Екатеринбург,Сайт,Повторный,1,10523,10523,5469,3.2,0
2024-08-06,Dell XPS 15,Ноутбуки,Новосибирск,Сайт,VIP,2,94192,188384,74125,4.2,0
2024-08-06,Xiaomi Pad 6,Планшеты,Санкт-Петербург,Розничный магазин,Повторный,1,34307,34307,15067,5.0,0
2024-08-06,Кабель USB-C,Аксессуары,Казань,Мобильное приложение,Новый,8,522,4176,2591,4.0,0
2024-08-07,iPhone 15 Pro,Смартфоны,Краснодар,Мобильное приложение,Новый,1,78903,78903,28601,4.3,0
2024-08-07,Samsung Buds2,Наушники,Екатеринбург,Маркетплейс,Новый,15,10743,161145,87166,4.3,0
2024-08-08,Lenovo ThinkPad X1,Ноутбуки,Санкт-Петербург,Мобильное приложение,Повторный,1,108721,108721,42465,3.9,0
2024-08-08,Google Pixel 8,Смартфоны,Казань,Маркетплейс,Повторный,3,57876,173628,64374,4.6,0
2024-08-08,Samsung Galaxy S24,Смартфоны,Москва,Маркетплейс,Новый,4,75933,303732,112092,3.7,0
2024-08-09,Xiaomi 14,Смартфоны,Екатеринбург,Мобильное приложение,Новый,4,46531,186124,68733,5.0,0
2024-08-09,Samsung Buds2,Наушники,Новосибирск,Мобильное приложение,VIP,4,10876,43504,20416,4.0,0
2024-08-10,Стекло защитное,Аксессуары,Москва,Маркетплейс,Новый,6,846,5076,3239,4.3,1
2024-08-10,Google Pixel 8,Смартфоны,Санкт-Петербург,Маркетплейс,Повторный,2,71961,143922,50555,4.2,0
2024-08-10,iPhone 15 Pro,Смартфоны,Екатеринбург,Маркетплейс,Повторный,9,80726,726534,276712,5.0,0
2024-08-11,Google Pixel 8,Смартфоны,Санкт-Петербург,Сайт,Новый,2,63752,127504,50031,4.8,0
2024-08-11,Кабель USB-C,Аксессуары,Санкт-Петербург,Маркетплейс,Новый,2,566,1132,643,3.5,0
2024-08-12,Google Pixel 8,Смартфоны,Санкт-Петербург,Мобильное приложение,VIP,4,73422,293688,101038,3.8,0
2024-08-12,Xiaomi Pad 6,Планшеты,Санкт-Петербург,Маркетплейс,Новый,2,33864,67728,28975,4.7,0
2024-08-13,Зарядка 65W,Аксессуары,Москва,Розничный магазин,VIP,6,2218,13308,7647,4.2,0
2024-08-13,Lenovo ThinkPad X1,Ноутбуки,Санкт-Петербург,Мобильное приложение,Новый,2,121060,242120,96786,3.9,0
2024-08-13,Lenovo ThinkPad X1,Ноутбуки,Санкт-Петербург,Мобильное приложение,Повторный,1,105291,105291,38494,3.8,0
2024-08-14,Dell XPS 15,Ноутбуки,Краснодар,Маркетплейс,Повторный,13,96624,1256112,518849,4.3,0
2024-08-14,MacBook Air M3,Ноутбуки,Екатеринбург,Маркетплейс,Повторный,6,112971,677826,285405,4.1,0
2024-08-15,Lenovo ThinkPad X1,Ноутбуки,Новосибирск,Розничный магазин,Повторный,1,97270,97270,36416,3.5,0
2024-08-15,Xiaomi Pad 6,Планшеты,Краснодар,Мобильное приложение,VIP,3,32972,98916,45254,4.7,0
2024-08-15,iPhone 15 Pro,Смартфоны,Санкт-Петербург,Маркетплейс,Новый,7,94989,664923,259036,3.6,0
2024-08-16,Стекло защитное,Аксессуары,Новосибирск,Сайт,Повторный,3,703,2109,1171,3.9,0
2024-08-16,Samsung Tab S9,Планшеты,Москва,Розничный магазин,VIP,8,72764,582112,236668,3.9,0
2024-08-17,Стекло защитное,Аксессуары,Москва,Розничный магазин,Повторный,1,772,772,426,4.9,0
2024-08-17,Dell XPS 15,Ноутбуки,Москва,Сайт,Повторный,10,108105,1081050,438362,5.0,0
2024-08-17,iPhone 15 Pro,Смартфоны,Казань,Маркетплейс,VIP,3,85784,257352,100615,4.9,0
2024-08-18,Чехол iPhone,Аксессуары,Казань,Мобильное приложение,Новый,7,828,5796,3820,3.8,0
2024-08-18,Samsung Buds2,Наушники,Екатеринбург,Мобильное приложение,Повторный,1,11616,11616,6044,4.2,0
2024-08-19,Samsung Galaxy S24,Смартфоны,Санкт-Петербург,Мобильное приложение,Повторный,2,78896,157792,61103,3.8,0
2024-08-19,Xiaomi Pad 6,Планшеты,Казань,Маркетплейс,Новый,1,33557,33557,14134,4.5,0
2024-08-19,Xiaomi Pad 6,Планшеты,Краснодар,Маркетплейс,Новый,2,28410,56820,23658,3.6,0
2024-08-20,Google Pixel 8,Смартфоны,Казань,Мобильное приложение,Новый,7,62303,436121,165940,4.3,0
2024-08-20,AirPods Pro 2,Наушники,Новосибирск,Мобильное приложение,Повторный,3,20755,62265,29274,5.0,0
2024-08-21,Bose QC45,Наушники,Москва,Сайт,Новый,4,29090,116360,51527,5.0,0
2024-08-21,Samsung Galaxy S24,Смартфоны,Санкт-Петербург,Мобильное приложение,VIP,3,75158,225474,79352,4.6,0
2024-08-21,Кабель USB-C,Аксессуары,Москва,Сайт,VIP,7,670,4690,2786,4.1,0
2024-08-22,Lenovo ThinkPad X1,Ноутбуки,Новосибирск,Розничный магазин,Новый,1,100347,100347,39222,3.8,0
2024-08-22,Google Pixel 8,Смартфоны,Москва,Мобильное приложение,Новый,1,70991,70991,26387,4.4,0
2024-08-23,Bose QC45,Наушники,Краснодар,Сайт,VIP,9,26248,236232,118414,5.0,0
2024-08-23,Sony WH-1000XM5,Наушники,Москва,Маркетплейс,Повторный,2,29033,58066,30450,3.9,0
2024-08-23,ASUS ZenBook,Ноутбуки,Краснодар,Маркетплейс,Повторный,7,72287,506009,219308,3.5,0
2024-08-24,Samsung Tab S9,Планшеты,Казань,Маркетплейс,VIP,1,56716,56716,25275,3.7,0
2024-08-24,Bose QC45,Наушники,Казань,Мобильное приложение,Повторный,3,25153,75459,38187,4.0,0
2024-08-25,ASUS ZenBook,Ноутбуки,Казань,Мобильное приложение,Новый,1,74007,74007,29971,4.8,0
2024-08-25,Xiaomi 14,Смартфоны,Санкт-Петербург,Мобильное приложение,Повторный,1,62225,62225,23844,,0
2024-08-25,Зарядка 65W,Аксессуары,Москва,Сайт,VIP,4,2100,8400,5640,4.1,0
2024-08-26,Xiaomi Pad 6,Планшеты,Краснодар,Сайт,Новый,2,33009,66018,25766,4.3,0
2024-08-26,Lenovo ThinkPad X1,Ноутбуки,Новосибирск,Маркетплейс,Новый,8,98975,791800,339335,4.5,0
2024-08-27,Мышь беспроводная,Аксессуары,Москва,Сайт,Повторный,6,2505,15030,8730,4.0,0
2024-08-27,Samsung Galaxy S24,Смартфоны,Краснодар,Мобильное приложение,Повторный,1,60264,60264,19771,5.0,0
2024-08-28,Dell XPS 15,Ноутбуки,Екатеринбург,Мобильное приложение,Новый,2,84718,169436,71004,5.0,0
2024-08-28,iPhone 15 Pro,Смартфоны,Краснодар,Сайт,Повторный,2,78799,157598,57380,,0
2024-08-28,Google Pixel 8,Смартфоны,Новосибирск,Мобильное приложение,Повторный,3,62620,187860,68365,4.4,0
2024-08-29,Чехол iPhone,Аксессуары,Санкт-Петербург,Маркетплейс,Повторный,3,899,2697,1640,4.7,0
2024-08-29,Xiaomi Pad 6,Планшеты,Новосибирск,Мобильное приложение,Новый,1,29619,29619,12233,3.4,0
2024-08-30,Dell XPS 15,Ноутбуки,Казань,Мобильное приложение,VIP,7,89039,623273,227467,4.5,0
2024-08-30,Bose QC45,Наушники,Екатеринбург,Сайт,VIP,2,22945,45890,24997,4.5,0
2024-08-30,Xiaomi 14,Смартфоны,Казань,Мобильное приложение,VIP,1,48012,48012,18135,5.0,0
2024-08-31,AirPods Pro 2,Наушники,Новосибирск,Маркетплейс,Новый,3,20747,62241,29544,4.0,0
2024-08-31,Samsung Galaxy S24,Смартфоны,Екатеринбург,Сайт,Новый,1,58525,58525,20812,4.6,0
2024-09-01,MacBook Air M3,Ноутбуки,Екатеринбург,Сайт,Новый,4,132750,531000,206890,4.3,0
2024-09-01,Чехол iPhone,Аксессуары,Москва,Маркетплейс,Повторный,5,1150,5750,3757,3.9,0
2024-09-01,Google Pixel 8,Смартфоны,Санкт-Петербург,Сайт,Новый,5,90927,454635,155802,3.9,0
2024-09-02,Мышь беспроводная,Аксессуары,Краснодар,Маркетплейс,Новый,18,2942,52956,30420,3.5,0
2024-09-02,Samsung Buds2,Наушники,Краснодар,Мобильное приложение,Повторный,1,13928,13928,6302,4.5,0
2024-09-03,Dell XPS 15,Ноутбуки,Санкт-Петербург,Сайт,Повторный,4,128615,514460,222272,3.8,0
2024-09-03,Sony WH-1000XM5,Наушники,Москва,Сайт,Повторный,4,35098,140392,75165,5.0,0
2024-09-03,Стекло защитное,Аксессуары,Екатеринбург,Мобильное приложение,Повторный,3,800,2400,1355,4.4,0
2024-09-04,Sony WH-1000XM5,Наушники,Казань,Маркетплейс,Новый,4,30134,120536,60377,4.0,0
2024-09-04,Google Pixel 8,Смартфоны,Москва,Сайт,Новый,1,92072,92072,34564,4.8,0
2024-09-05,Samsung Galaxy S24,Смартфоны,Казань,Сайт,Повторный,9,77960,701640,238031,3.9,0
2024-09-05,iPhone 15 Pro,Смартфоны,Санкт-Петербург,Маркетплейс,Повторный,1,109508,109508,41978,3.7,0
2024-09-05,Bose QC45,Наушники,Новосибирск,Сайт,Новый,2,26323,52646,25274,4.6,0
2024-09-06,Sony WH-1000XM5,Наушники,Казань,Маркетплейс,Новый,4,30080,120320,64894,4.5,1
2024-09-06,Samsung Galaxy S24,Смартфоны,Москва,Мобильное приложение,Повторный,5,93921,469605,153378,3.8,0
2024-09-07,AirPods Pro 2,Наушники,Москва,Мобильное приложение,Повторный,2,29516,59032,28004,4.7,0
2024-09-07,Samsung Buds2,Наушники,Краснодар,Розничный магазин,Новый,1,14546,14546,6798,3.6,0
2024-09-07,Xiaomi 14,Смартфоны,Санкт-Петербург,Розничный магазин,Повторный,3,73711,221133,72554,4.2,0
2024-09-08,Мышь беспроводная,Аксессуары,Краснодар,Маркетплейс,Повторный,6,2740,16440,10391,3.9,0
2024-09-08,Samsung Buds2,Наушники,Москва,Сайт,Повторный,3,17958,53874,29109,4.1,0
2024-09-09,Samsung Galaxy S24,Смартфоны,Москва,Сайт,Повторный,2,90738,181476,67076,4.7,0
2024-09-09,Мышь беспроводная,Аксессуары,Казань,Розничный магазин,Повторный,5,2858,14290,8924,4.2,1
2024-09-10,Google Pixel 8,Смартфоны,Москва,Сайт,Новый,2,87176,174352,64449,4.6,1
2024-09-10,Samsung Tab S9,Планшеты,Москва,Мобильное приложение,VIP,4,90403,361612,162052,4.1,0
2024-09-10,iPhone 15 Pro,Смартфоны,Москва,Розничный магазин,VIP,1,109806,109806,37382,3.0,0
2024-09-11,Samsung Buds2,Наушники,Москва,Сайт,Повторный,5,15851,79255,40442,3.7,0
2024-09-11,iPad Air 5,Планшеты,Москва,Маркетплейс,Повторный,9,75497,679473,307238,4.0,0
2024-09-12,Bose QC45,Наушники,Москва,Мобильное приложение,Повторный,9,35654,320886,160495,3.5,0
2024-09-12,iPad Air 5,Планшеты,Москва,Мобильное приложение,Повторный,3,76186,228558,94152,4.0,0
2024-09-12,Samsung Tab S9,Планшеты,Санкт-Петербург,Маркетплейс,Новый,6,71711,430266,184814,3.3,0
2024-09-13,Чехол iPhone,Аксессуары,Москва,Маркетплейс,Повторный,1,1305,1305,757,4.6,0
2024-09-13,Xiaomi Pad 6,Планшеты,Новосибирск,Маркетплейс,Повторный,3,34486,103458,45554,3.4,0
2024-09-14,AirPods Pro 2,Наушники,Москва,Розничный магазин,Новый,3,33740,101220,51594,3.7,0
2024-09-14,ASUS ZenBook,Ноутбуки,Москва,Сайт,VIP,10,103904,1039040,392890,4.1,0
2024-09-14,Samsung Tab S9,Планшеты,Санкт-Петербург,Сайт,Повторный,8,70339,562712,220993,5.0,0
2024-09-15,Samsung Galaxy S24,Смартфоны,Санкт-Петербург,Розничный магазин,Новый,2,90455,180910,60188,4.1,0
2024-09-15,Samsung Tab S9,Планшеты,Краснодар,Маркетплейс,Новый,1,76725,76725,33377,4.4,0
2024-09-16,Кабель USB-C,Аксессуары,Новосибирск,Сайт,Повторный,2,627,1254,828,3.5,0
2024-09-16,Чехол iPhone,Аксессуары,Новосибирск,Мобильное приложение,Новый,2,951,1902,1133,4.9,0
2024-09-16,Samsung Buds2,Наушники,Екатеринбург,Розничный магазин,Новый,2,14006,28012,13928,3.4,1
2024-09-17,MacBook Air M3,Ноутбуки,Казань,Сайт,Повторный,4,141812,567248,237849,4.5,0
2024-09-17,Чехол iPhone,Аксессуары,Новосибирск,Сайт,Новый,1,1061,1061,624,3.0,0
2024-09-18,Dell XPS 15,Ноутбуки,Казань,Мобильное приложение,Повторный,2,123769,247538,107886,4.5,0
2024-09-18,Dell XPS 15,Ноутбуки,Краснодар,Сайт,Новый,3,116531,349593,152039,4.4,0
2024-09-18,Мышь беспроводная,Аксессуары,Москва,Мобильное приложение,Новый,4,3172,12688,7381,,0
2024-09-19,Google Pixel 8,Смартфоны,Москва,Сайт,Новый,2,92229,184458,63777,4.8,0
2024-09-19,Samsung Tab S9,Планшеты,Москва,Розничный магазин,Новый,1,83144,83144,36122,3.8,0
2024-09-20,Dell XPS 15,Ноутбуки,Краснодар,Мобильное приложение,Повторный,3,126101,378303,161869,4.3,0
2024-09-20,ASUS ZenBook,Ноутбуки,Москва,Маркетплейс,Повторный,4,98008,392032,149278,3.7,0
2024-09-20,Xiaomi Pad 6,Планшеты,Москва,Мобильное приложение,Новый,3,48037,144111,66419,4.1,0
2024-09-21,Lenovo ThinkPad X1,Ноутбуки,Казань,Розничный магазин,Повторный,5,124328,621640,252405,,0
2024-09-21,Dell XPS 15,Ноутбуки,Казань,Сайт,Новый,4,126600,506400,204825,4.7,0
2024-09-22,Стекло защитное,Аксессуары,Санкт-Петербург,Мобильное приложение,Новый,1,943,943,529,4.7,0
2024-09-22,Bose QC45,Наушники,Москва,Сайт,Новый,4,32413,129652,65363,5.0,0
2024-09-22,iPhone 15 Pro,Смартфоны,Казань,Мобильное приложение,Повторный,1,90504,90504,32498,3.2,0
2024-09-23,ASUS ZenBook,Ноутбуки,Москва,Сайт,Новый,1,96826,96826,36993,3.8,0
2024-09-23,Чехол iPhone,Аксессуары,Екатеринбург,Мобильное приложение,Повторный,15,1122,16830,9515,4.1,1
2024-09-24,Samsung Tab S9,Планшеты,Москва,Маркетплейс,Повторный,6,83230,499380,229276,5.0,0
2024-09-24,MacBook Air M3,Ноутбуки,Москва,Маркетплейс,Новый,2,176753,353506,129499,4.5,0
2024-09-25,Xiaomi Pad 6,Планшеты,Москва,Мобильное приложение,Новый,3,45532,136596,53514,4.0,0
2024-09-25,Samsung Galaxy S24,Смартфоны,Санкт-Петербург,Мобильное приложение,Новый,12,80729,968748,370044,3.2,0
2024-09-25,ASUS ZenBook,Ноутбуки,Казань,Мобильное приложение,Новый,4,83520,334080,132454,4.7,0
2024-09-26,Dell XPS 15,Ноутбуки,Москва,Сайт,Повторный,4,127873,511492,183758,,1
2024-09-26,iPad Air 5,Планшеты,Екатеринбург,Розничный магазин,Повторный,2,53767,107534,45404,4.1,0
2024-09-27,iPad Air 5,Планшеты,Санкт-Петербург,Маркетплейс,Повторный,1,64765,64765,29007,3.2,0
2024-09-27,Dell XPS 15,Ноутбуки,Москва,Сайт,Новый,2,126759,253518,101936,4.8,0
2024-09-27,ASUS ZenBook,Ноутбуки,Казань,Розничный магазин,Повторный,5,94524,472620,202125,3.3,0
2024-09-28,Lenovo ThinkPad X1,Ноутбуки,Краснодар,Мобильное приложение,Новый,5,136486,682430,280430,4.8,0
2024-09-28,Кабель USB-C,Аксессуары,Санкт-Петербург,Мобильное приложение,Повторный,4,758,3032,1746,4.5,0
2024-09-29,Чехол iPhone,Аксессуары,Москва,Сайт,VIP,11,1214,13354,7902,3.5,0
2024-09-29,Xiaomi 14,Смартфоны,Москва,Розничный магазин,Новый,3,75000,225000,77882,,0
2024-09-29,ASUS ZenBook,Ноутбуки,Санкт-Петербург,Маркетплейс,Новый,8,97883,783064,338839,4.1,0
2024-09-30,Xiaomi Pad 6,Планшеты,Новосибирск,Сайт,Повторный,7,36945,258615,119521,3.7,0
2024-09-30,Google Pixel 8,Смартфоны,Москва,Маркетплейс,Новый,2,86618,173236,61321,3.6,0
2024-10-01,ASUS ZenBook,Ноутбуки,Екатеринбург,Розничный магазин,Новый,2,85947,171894,75515,5.0,0
2024-10-01,Lenovo ThinkPad X1,Ноутбуки,Казань,Маркетплейс,Повторный,3,136186,408558,149760,4.7,0
2024-10-01,Lenovo ThinkPad X1,Ноутбуки,Москва,Мобильное приложение,Повторный,5,161751,808755,292070,3.6,1
2024-10-02,Мышь беспроводная,Аксессуары,Екатеринбург,Мобильное приложение,Повторный,8,2635,21080,13362,3.5,0
2024-10-02,MacBook Air M3,Ноутбуки,Санкт-Петербург,Маркетплейс,Новый,3,164579,493737,208173,3.9,0
2024-10-03,MacBook Air M3,Ноутбуки,Москва,Маркетплейс,Повторный,10,179475,1794750,732296,3.7,0
2024-10-03,Bose QC45,Наушники,Санкт-Петербург,Маркетплейс,Новый,4,31600,126400,61924,5.0,0
2024-10-03,Xiaomi Pad 6,Планшеты,Санкт-Петербург,Розничный магазин,VIP,2,37693,75386,29278,3.7,0
2024-10-04,MacBook Air M3,Ноутбуки,Москва,Мобильное приложение,Новый,1,174269,174269,70506,4.6,0
2024-10-04,iPhone 15 Pro,Смартфоны,Казань,Сайт,Повторный,2,96033,192066,70275,3.6,0
2024-10-05,Samsung Tab S9,Планшеты,Санкт-Петербург,Мобильное приложение,VIP,4,70201,280804,116537,3.2,0
2024-10-05,Зарядка 65W,Аксессуары,Краснодар,Сайт,VIP,10,2312,23120,14575,4.1,0
2024-10-05,Dell XPS 15,Ноутбуки,Екатеринбург,Сайт,Новый,2,109188,218376,84684,4.2,0
2024-10-06,iPhone 15 Pro,Смартфоны,Москва,Маркетплейс,Новый,3,117736,353208,136797,,0
2024-10-06,Xiaomi 14,Смартфоны,Москва,Мобильное приложение,Новый,5,75268,376340,144197,4.4,0
2024-10-07,Dell XPS 15,Ноутбуки,Казань,Сайт,Новый,1,107266,107266,41232,3.8,0
2024-10-07,iPad Air 5,Планшеты,Краснодар,Сайт,Новый,1,60960,60960,25351,5.0,0
2024-10-08,Sony WH-1000XM5,Наушники,Москва,Маркетплейс,Повторный,16,35958,575328,294692,4.2,0
2024-10-08,ASUS ZenBook,Ноутбуки,Казань,Сайт,Повторный,3,84959,254877,105557,4.2,0
2024-10-08,Lenovo ThinkPad X1,Ноутбуки,Новосибирск,Сайт,Повторный,3,126555,379665,143836,4.2,1
2024-10-09,Зарядка 65W,Аксессуары,Новосибирск,Мобильное приложение,Повторный,1,1947,1947,1278,3.3,0
2024-10-09,Чехол iPhone,Аксессуары,Казань,Сайт,Повторный,3,976,2928,1676,4.7,0
2024-10-10,Samsung Buds2,Наушники,Москва,Сайт,Новый,4,15794,63176,31121,,0
2024-10-10,Samsung Galaxy S24,Смартфоны,Москва,Сайт,Новый,3,91419,274257,89981,3.5,0
2024-10-10,Зарядка 65W,Аксессуары,Москва,Маркетплейс,VIP,1,2757,2757,1567,4.3,0
2024-10-11,Xiaomi 14,Смартфоны,Краснодар,Сайт,Повторный,1,64091,64091,21148,5.0,0
2024-10-11,Чехол iPhone,Аксессуары,Москва,Сайт,Новый,2,1146,2292,1302,4.6,0
2024-10-12,iPhone 15 Pro,Смартфоны,Новосибирск,Мобильное приложение,Повторный,2,94605,189210,69712,3.7,0
2024-10-12,iPad Air 5,Планшеты,Санкт-Петербург,Мобильное приложение,Повторный,1,59586,59586,23302,3.6,0
2024-10-12,Dell XPS 15,Ноутбуки,Краснодар,Сайт,Новый,5,110220,551100,209040,4.8,0
2024-10-13,iPhone 15 Pro,Смартфоны,Екатеринбург,Сайт,Новый,1,96284,96284,37682,3.4,0
2024-10-13,Стекло защитное,Аксессуары,Москва,Мобильное приложение,VIP,4,984,3936,2410,4.0,0
2024-10-14,Bose QC45,Наушники,Краснодар,Маркетплейс,Новый,3,28809,86427,40968,4.0,0
2024-10-14,Xiaomi Pad 6,Планшеты,Новосибирск,Розничный магазин,Повторный,5,38639,193195,83756,3.9,0
2024-10-14,Кабель USB-C,Аксессуары,Москва,Розничный магазин,Новый,6,782,4692,3173,4.5,0
2024-10-15,Мышь беспроводная,Аксессуары,Москва,Розничный магазин,Повторный,1,2901,2901,1687,4.9,0
2024-10-15,Samsung Galaxy S24,Смартфоны,Санкт-Петербург,Сайт,VIP,9,90059,810531,318872,3.4,0
2024-10-16,Мышь беспроводная,Аксессуары,Москва,Мобильное приложение,Новый,2,3267,6534,4369,3.0,0
2024-10-16,Dell XPS 15,Ноутбуки,Москва,Розничный магазин,Повторный,20,147379,2947580,1112407,4.3,0
2024-10-16,iPad Air 5,Планшеты,Москва,Маркетплейс,Новый,3,70158,210474,90145,4.1,0
2024-10-17,Sony WH-1000XM5,Наушники,Москва,Маркетплейс,Повторный,6,39177,235062,123534,3.6,0
2024-10-17,MacBook Air M3,Ноутбуки,Краснодар,Мобильное приложение,Новый,6,154059,924354,350654,3.9,0
2024-10-18,Lenovo ThinkPad X1,Ноутбуки,Санкт-Петербург,Розничный магазин,Новый,3,137795,413385,178365,,0
2024-10-18,Стекло защитное,Аксессуары,Санкт-Петербург,Мобильное приложение,Повторный,6,971,5826,3806,4.6,0
2024-10-18,Google Pixel 8,Смартфоны,Краснодар,Сайт,Новый,1,71343,71343,25222,3.9,0
2024-10-19,Dell XPS 15,Ноутбуки,Москва,Маркетплейс,Новый,10,133602,1336020,500995,3.2,0
2024-10-19,Xiaomi 14,Смартфоны,Казань,Сайт,Повторный,4,62114,248456,93611,4.6,0
2024-10-20,MacBook Air M3,Ноутбуки,Новосибирск,Маркетплейс,Новый,5,129034,645170,262486,3.5,0
2024-10-20,Зарядка 65W,Аксессуары,Москва,Маркетплейс,VIP,6,2612,15672,9324,3.5,0
2024-10-20,Мышь беспроводная,Аксессуары,Москва,Сайт,Повторный,1,3193,3193,2075,4.7,0
2024-10-21,Dell XPS 15,Ноутбуки,Москва,Маркетплейс,Повторный,4,137468,549872,219829,4.4,0
2024-10-21,Чехол iPhone,Аксессуары,Краснодар,Маркетплейс,Новый,4,1082,4328,2722,3.6,0
2024-10-22,MacBook Air M3,Ноутбуки,Москва,Мобильное приложение,Повторный,5,155072,775360,299901,3.2,0
2024-10-22,Bose QC45,Наушники,Екатеринбург,Маркетплейс,Повторный,1,28629,28629,13394,4.8,0
2024-10-23,Samsung Galaxy S24,Смартфоны,Краснодар,Мобильное приложение,VIP,10,82724,827240,312546,4.1,0
2024-10-23,Xiaomi 14,Смартфоны,Краснодар,Сайт,Повторный,4,65440,261760,104265,3.8,0
2024-10-23,Dell XPS 15,Ноутбуки,Москва,Сайт,Повторный,6,128238,769428,315084,3.4,0
2024-10-24,Xiaomi 14,Смартфоны,Екатеринбург,Сайт,Повторный,2,62473,124946,40688,3.9,0
2024-10-24,Samsung Buds2,Наушники,Новосибирск,Сайт,Новый,4,13775,55100,27544,4.4,0
2024-10-25,ASUS ZenBook,Ноутбуки,Екатеринбург,Сайт,Новый,4,88999,355996,145353,4.2,0
2024-10-25,iPhone 15 Pro,Смартфоны,Москва,Сайт,VIP,2,111716,223432,84754,4.5,0
2024-10-25,ASUS ZenBook,Ноутбуки,Новосибирск,Сайт,Повторный,3,87367,262101,112982,4.2,0
2024-10-26,Bose QC45,Наушники,Москва,Мобильное приложение,Новый,2,30972,61944,29605,4.2,0
2024-10-26,Google Pixel 8,Смартфоны,Казань,Мобильное приложение,Новый,3,76444,229332,88972,3.5,1
2024-10-27,Bose QC45,Наушники,Москва,Маркетплейс,Повторный,2,36007,72014,36208,4.0,0
2024-10-27,Samsung Galaxy S24,Смартфоны,Новосибирск,Розничный магазин,Новый,2,74154,148308,48612,4.1,0
2024-10-27,Google Pixel 8,Смартфоны,Москва,Маркетплейс,Новый,7,92908,650356,242176,4.6,1
2024-10-28,iPad Air 5,Планшеты,Москва,Розничный магазин,Новый,2,66155,132310,51631,4.4,0
2024-10-28,iPad Air 5,Планшеты,Краснодар,Маркетплейс,VIP,1,54097,54097,21258,4.0,0
2024-10-29,MacBook Air M3,Ноутбуки,Екатеринбург,Сайт,Повторный,1,148773,148773,53126,4.9,0
2024-10-29,ASUS ZenBook,Ноутбуки,Новосибирск,Мобильное приложение,Новый,2,79988,159976,63607,3.5,0
2024-10-29,iPhone 15 Pro,Смартфоны,Казань,Розничный магазин,Новый,4,92609,370436,145714,5.0,0
2024-10-30,ASUS ZenBook,Ноутбуки,Москва,Маркетплейс,Повторный,10,113934,1139340,498933,2.9,0
2024-10-30,Samsung Buds2,Наушники,Казань,Мобильное приложение,Новый,2,12972,25944,13341,4.0,0
2024-10-31,Xiaomi 14,Смартфоны,Казань,Мобильное приложение,Повторный,2,63611,127222,43764,5.0,0
2024-10-31,Samsung Galaxy S24,Смартфоны,Краснодар,Мобильное приложение,Повторный,4,79809,319236,103255,4.9,0
2024-10-31,Sony WH-1000XM5,Наушники,Краснодар,Сайт,Повторный,6,30168,181008,95946,4.6,0
2024-11-01,AirPods Pro 2,Наушники,Москва,Мобильное приложение,Повторный,1,36588,36588,16220,3.3,0
2024-11-01,Samsung Tab S9,Планшеты,Новосибирск,Розничный магазин,VIP,3,76522,229566,101999,3.7,0
2024-11-02,iPhone 15 Pro,Смартфоны,Новосибирск,Мобильное приложение,Новый,13,124010,1612130,619629,3.8,1
2024-11-02,Google Pixel 8,Смартфоны,Москва,Маркетплейс,Повторный,9,104859,943731,311503,4.4,0
2024-11-02,Lenovo ThinkPad X1,Ноутбуки,Новосибирск,Маркетплейс,Новый,6,151158,906948,351788,3.6,0
2024-11-03,Чехол iPhone,Аксессуары,Новосибирск,Сайт,Повторный,1,1202,1202,758,4.3,0
2024-11-03,iPhone 15 Pro,Смартфоны,Краснодар,Маркетплейс,Повторный,4,122726,490904,161680,3.8,0
2024-11-04,ASUS ZenBook,Ноутбуки,Москва,Розничный магазин,VIP,2,127973,255946,108687,4.1,0
2024-11-04,Мышь беспроводная,Аксессуары,Москва,Маркетплейс,VIP,3,3767,11301,6843,3.6,0
2024-11-05,Google Pixel 8,Смартфоны,Санкт-Петербург,Сайт,Новый,8,110522,884176,349464,5.0,0
2024-11-05,Стекло защитное,Аксессуары,Краснодар,Розничный магазин,Повторный,3,1115,3345,2033,4.0,0
2024-11-05,Bose QC45,Наушники,Екатеринбург,Розничный магазин,Новый,20,37756,755120,361015,4.1,0
2024-11-06,AirPods Pro 2,Наушники,Казань,Сайт,Новый,1,29794,29794,13595,3.7,0
2024-11-06,Стекло защитное,Аксессуары,Казань,Сайт,Повторный,3,965,2895,1760,5.0,0
2024-11-07,Xiaomi 14,Смартфоны,Краснодар,Сайт,Повторный,2,75636,151272,59194,4.2,0
2024-11-07,Xiaomi 14,Смартфоны,Екатеринбург,Мобильное приложение,VIP,4,81901,327604,115290,3.7,0
2024-11-07,Dell XPS 15,Ноутбуки,Краснодар,Сайт,Новый,5,158811,794055,332373,4.4,0
2024-11-08,AirPods Pro 2,Наушники,Москва,Маркетплейс,Новый,2,36539,73078,34442,3.3,0
2024-11-08,AirPods Pro 2,Наушники,Екатеринбург,Сайт,Новый,5,34538,172690,88022,4.0,0
